po_id,vendor_id,item_id,unit_price,qty,total,date,contract_id
PO000090,V012,ITEM0044,448.4,29,13003.71,2025-08-18,
PO000091,V012,ITEM0109,193.16,32,6180.98,2025-08-25,
PO000092,V003,ITEM0154,323.45,3,970.34,2025-06-18,
PO000093,V003,ITEM0066,100.5,8,803.99,2025-10-23,
PO000094,V006,ITEM0052,386.91,38,14702.42,2025-09-06,
PO000095,V014,ITEM0182,178.51,36,6426.26,2025-08-19,
PO000096,V012,ITEM0132,450.56,7,3153.92,2025-09-08,
PO000097,V008,ITEM0173,82.29,28,2304.21,2025-11-23,
PO000098,V011,ITEM0192,206.82,2,413.64,2025-08-08,
PO000099,V018,ITEM0179,14.39,48,690.64,2025-09-24,
PO000100,V005,ITEM0027,445.22,39,17363.53,2025-06-08,
PO000101,V010,ITEM0105,216.63,11,2382.88,2025-10-01,
PO000102,V014,ITEM0121,354.38,41,14529.69,2025-08-14,
PO000103,V016,ITEM0178,21.98,35,769.44,2025-10-07,
PO000104,V006,ITEM0031,424.86,4,1699.43,2025-10-14,
PO000105,V017,ITEM0055,424.59,15,6368.92,2025-09-23,
PO000106,V002,ITEM0071,560.21,21,11764.47,2025-10-23,
PO000107,V002,ITEM0173,79.36,35,2777.66,2025-08-09,
PO000108,V011,ITEM0166,461.75,19,8773.27,2025-09-28,
PO000109,V010,ITEM0055,430.27,42,18071.29,2025-09-18,
PO000110,V009,ITEM0127,355.28,2,710.56,2025-08-29,
PO000111,V011,ITEM0056,338.56,31,10495.37,2025-06-20,
PO000112,V019,ITEM0154,323.55,29,9382.89,2025-05-28,
PO000113,V008,ITEM0196,40.81,40,1632.57,2025-07-19,
PO000114,V010,ITEM0195,441.51,12,5298.11,2025-11-05,C0000
PO000115,V019,ITEM0090,356.87,42,14988.37,2025-08-17,
PO000116,V019,ITEM0006,317.93,28,8902.07,2025-05-28,
PO000117,V011,ITEM0176,279.57,26,7268.75,2025-09-24,
PO000118,V017,ITEM0159,120.85,1,120.85,2025-10-07,
PO000119,V008,ITEM0192,215.3,13,2798.9,2025-06-26,
PO000120,V010,ITEM0035,263.73,27,7120.76,2025-09-18,
PO000121,V000,ITEM0035,257.57,8,2060.54,2025-09-10,
PO000122,V013,ITEM0162,65.86,44,2897.72,2025-11-24,
PO000123,V016,ITEM0036,78.12,9,703.11,2025-09-30,
PO000124,V013,ITEM0034,388.64,36,13991.07,2025-10-18,
PO000125,V005,ITEM0019,279.16,1,279.16,2025-07-07,
PO000126,V016,ITEM0072,355.91,25,8897.79,2025-09-28,
PO000127,V019,ITEM0133,410.42,45,18469.0,2025-10-01,
PO000128,V003,ITEM0131,219.71,34,7470.04,2025-06-20,
PO000129,V006,ITEM0122,369.41,24,8865.78,2025-11-11,
PO000130,V001,ITEM0178,21.05,37,778.81,2025-08-14,
PO000131,V007,ITEM0007,51.55,2,103.1,2025-09-01,
PO000132,V008,ITEM0069,33.6,31,1041.64,2025-11-05,
PO000133,V019,ITEM0101,368.82,35,12908.65,2025-09-27,
PO000134,V003,ITEM0191,148.76,27,4016.39,2025-09-07,
PO000135,V007,ITEM0191,157.36,14,2203.03,2025-11-17,
PO000136,V007,ITEM0047,325.76,10,3257.6,2025-06-30,
PO000137,V006,ITEM0052,373.52,41,15314.47,2025-09-12,
PO000138,V017,ITEM0141,368.98,39,14390.24,2025-11-10,
PO000139,V013,ITEM0119,474.47,44,20876.75,2025-10-09,
PO000140,V008,ITEM0163,360.36,20,7207.29,2025-06-14,
PO000141,V016,ITEM0155,71.84,34,2442.54,2025-06-05,
PO000142,V000,ITEM0061,190.79,5,953.94,2025-07-01,
PO000143,V005,ITEM0043,463.64,49,22718.23,2025-10-25,
PO000144,V002,ITEM0035,298.74,1,298.74,2025-08-31,
PO000145,V018,ITEM0182,165.4,44,7277.49,2025-08-24,
PO000146,V001,ITEM0114,141.16,12,1693.9,2025-06-17,
PO000147,V014,ITEM0049,483.49,30,14504.71,2025-08-07,
PO000148,V001,ITEM0178,21.26,35,744.15,2025-09-22,
PO000149,V007,ITEM0058,301.34,12,3616.06,2025-11-06,
PO000150,V011,ITEM0148,490.12,5,2450.61,2025-07-12,
PO000151,V006,ITEM0086,435.7,45,19606.3,2025-09-10,
PO000152,V001,ITEM0014,282.85,18,5091.39,2025-10-06,
PO000153,V012,ITEM0073,266.64,11,2933.05,2025-10-27,
PO000154,V005,ITEM0148,449.72,38,17089.44,2025-08-30,
PO000155,V000,ITEM0106,164.71,32,5270.58,2025-11-12,
PO000156,V015,ITEM0155,72.33,40,2893.32,2025-09-26,
PO000157,V013,ITEM0068,39.35,6,236.07,2025-08-02,
PO000158,V018,ITEM0142,102.31,39,3990.13,2025-08-15,
PO000159,V016,ITEM0156,83.4,45,3753.01,2025-08-06,
PO000160,V014,ITEM0179,14.73,48,707.0,2025-09-07,
PO000161,V005,ITEM0143,336.12,2,672.24,2025-06-17,
PO000162,V007,ITEM0060,271.65,27,7334.48,2025-08-08,C0029
PO000163,V014,ITEM0014,304.71,6,1828.24,2025-06-30,
PO000164,V007,ITEM0086,431.19,6,2587.15,2025-11-24,
PO000165,V006,ITEM0076,38.09,19,723.76,2025-10-07,
PO000166,V014,ITEM0042,263.27,31,8161.47,2025-08-24,
PO000167,V006,ITEM0054,49.8,3,149.4,2025-10-13,
PO000168,V012,ITEM0187,27.92,31,865.45,2025-07-29,
PO000169,V011,ITEM0040,116.09,29,3366.51,2025-11-16,
PO000170,V005,ITEM0137,404.96,42,17008.33,2025-07-02,
PO000171,V003,ITEM0133,443.16,13,5761.05,2025-08-24,
PO000172,V011,ITEM0085,492.5,41,20192.49,2025-10-26,
PO000173,V001,ITEM0144,488.0,29,14152.13,2025-06-23,
PO000174,V010,ITEM0186,392.28,48,18829.37,2025-06-05,
PO000175,V008,ITEM0180,331.84,37,12278.17,2025-11-02,
PO000176,V006,ITEM0042,253.87,16,4061.99,2025-11-04,
PO000177,V016,ITEM0170,621.02,34,21114.62,2025-10-05,
PO000178,V014,ITEM0097,67.73,49,3318.87,2025-08-17,
PO000179,V006,ITEM0109,188.54,19,3582.32,2025-10-29,
PO000180,V008,ITEM0001,7.34,29,212.79,2025-10-17,
PO000181,V003,ITEM0120,79.6,30,2387.91,2025-06-04,
PO000182,V017,ITEM0194,333.83,1,333.83,2025-09-29,C0017
PO000183,V003,ITEM0133,421.55,26,10960.2,2025-07-22,
PO000184,V014,ITEM0072,343.9,15,5158.54,2025-09-20,
PO000185,V007,ITEM0074,466.2,37,17249.43,2025-10-12,
PO000186,V014,ITEM0040,134.13,6,804.8,2025-10-21,
PO000187,V008,ITEM0173,77.5,19,1472.42,2025-11-01,C0021
PO000188,V006,ITEM0005,385.81,20,7716.15,2025-09-11,
PO000189,V004,ITEM0153,42.69,7,298.84,2025-11-17,
PO000190,V010,ITEM0017,468.67,26,12185.53,2025-09-04,
PO000191,V005,ITEM0092,148.11,35,5183.72,2025-09-03,
PO000192,V012,ITEM0100,85.36,37,3158.32,2025-10-22,
PO000193,V012,ITEM0058,284.24,45,12790.88,2025-06-09,
PO000194,V004,ITEM0011,184.09,30,5522.6,2025-10-29,
PO000195,V006,ITEM0027,445.3,6,2671.8,2025-10-12,
PO000196,V005,ITEM0196,42.07,29,1220.1,2025-11-01,
PO000197,V006,ITEM0053,162.56,8,1300.45,2025-08-28,
PO000198,V009,ITEM0114,129.01,6,774.05,2025-09-13,
PO000199,V015,ITEM0034,381.35,18,6864.28,2025-11-12,
PO000200,V012,ITEM0142,104.5,32,3344.09,2025-08-28,
PO000201,V006,ITEM0098,424.82,21,8921.25,2025-10-21,
PO000202,V019,ITEM0140,199.61,21,4191.79,2025-06-23,
PO000203,V004,ITEM0080,488.87,12,5866.46,2025-06-10,
PO000204,V011,ITEM0049,502.25,38,19085.67,2025-11-16,
PO000205,V013,ITEM0024,242.71,39,9465.57,2025-11-14,
PO000206,V015,ITEM0083,254.32,40,10172.88,2025-09-22,
PO000207,V004,ITEM0023,510.09,45,22954.1,2025-07-25,
PO000208,V013,ITEM0189,391.24,31,12128.44,2025-11-05,
PO000209,V004,ITEM0023,467.27,30,14018.07,2025-11-13,
PO000210,V006,ITEM0124,416.79,21,8752.56,2025-10-18,
PO000211,V017,ITEM0161,230.51,17,3918.7,2025-07-08,C0017
PO000212,V016,ITEM0016,384.75,45,17313.94,2025-09-06,
PO000213,V008,ITEM0166,464.23,42,19497.73,2025-07-16,
PO000214,V015,ITEM0185,241.23,31,7478.12,2025-06-01,
PO000215,V009,ITEM0079,201.57,20,4031.48,2025-09-12,
PO000216,V012,ITEM0104,388.75,32,12439.88,2025-11-12,
PO000217,V013,ITEM0159,117.37,5,586.84,2025-10-14,
PO000218,V000,ITEM0071,381.65,45,17174.25,2025-08-16,
PO000219,V003,ITEM0147,382.52,35,13388.34,2025-08-06,
PO000220,V001,ITEM0067,37.14,42,1559.97,2025-06-23,
PO000221,V008,ITEM0067,36.88,13,479.47,2025-10-13,
PO000222,V018,ITEM0090,352.38,34,11980.95,2025-08-13,
PO000223,V002,ITEM0088,182.17,7,1275.19,2025-10-07,C0002
PO000224,V001,ITEM0151,155.95,47,7329.86,2025-07-19,
PO000225,V006,ITEM0037,387.11,41,15871.36,2025-10-26,
PO000226,V017,ITEM0087,359.17,32,11493.4,2025-11-22,
PO000227,V012,ITEM0019,286.73,12,3440.7,2025-07-01,
PO000228,V008,ITEM0177,41.63,26,1082.38,2025-07-11,C0021
PO000229,V012,ITEM0121,386.04,13,5018.51,2025-06-18,
PO000230,V010,ITEM0041,162.84,23,3745.25,2025-09-04,
PO000231,V004,ITEM0094,375.4,22,8258.86,2025-06-15,
PO000232,V004,ITEM0105,232.2,45,10449.11,2025-06-24,
PO000233,V001,ITEM0059,414.49,12,4973.9,2025-08-31,
PO000234,V001,ITEM0058,297.24,41,12186.76,2025-07-16,
PO000235,V014,ITEM0086,452.94,5,2264.7,2025-08-22,
PO000236,V012,ITEM0197,332.82,45,14977.09,2025-11-05,
PO000237,V000,ITEM0139,383.73,40,15349.03,2025-11-05,
PO000238,V011,ITEM0041,154.21,10,1542.12,2025-07-31,
PO000239,V014,ITEM0178,24.66,7,172.65,2025-09-27,
PO000240,V012,ITEM0034,358.52,38,13623.91,2025-11-20,
PO000241,V007,ITEM0010,310.62,6,1863.71,2025-08-17,
PO000242,V002,ITEM0009,104.94,5,524.69,2025-11-21,
PO000243,V016,ITEM0018,115.39,28,3230.92,2025-08-01,
PO000244,V006,ITEM0009,107.84,20,2156.78,2025-11-18,
PO000245,V010,ITEM0021,436.14,20,8722.78,2025-07-06,
PO000246,V005,ITEM0181,81.39,27,2197.61,2025-11-18,
PO000247,V002,ITEM0013,134.1,30,4023.02,2025-09-06,
PO000248,V001,ITEM0189,437.29,7,3061.06,2025-11-06,
PO000249,V001,ITEM0027,451.27,5,2256.33,2025-09-01,
PO000250,V005,ITEM0138,81.25,25,2031.2,2025-11-21,
PO000251,V007,ITEM0185,244.85,40,9793.82,2025-06-01,
PO000252,V019,ITEM0132,454.81,50,22740.43,2025-10-20,
PO000253,V012,ITEM0188,441.1,44,19408.44,2025-05-29,
PO000254,V010,ITEM0069,33.36,15,500.37,2025-09-02,
PO000255,V005,ITEM0136,96.91,3,290.73,2025-08-01,
PO000256,V009,ITEM0129,220.42,47,10359.87,2025-10-08,
PO000257,V014,ITEM0080,503.91,40,20156.49,2025-09-26,
PO000258,V002,ITEM0006,334.61,45,15057.56,2025-06-03,
PO000259,V012,ITEM0152,112.31,12,1347.68,2025-08-06,
PO000260,V008,ITEM0183,19.34,7,135.4,2025-06-03,
PO000261,V017,ITEM0118,274.97,2,549.95,2025-10-21,
PO000262,V001,ITEM0066,99.42,34,3380.27,2025-09-29,
PO000263,V003,ITEM0175,289.9,1,289.9,2025-07-11,
PO000264,V016,ITEM0099,21.35,14,298.93,2025-09-01,
PO000265,V001,ITEM0100,85.06,50,4252.98,2025-06-03,
PO000266,V001,ITEM0127,364.69,49,17869.85,2025-07-18,
PO000267,V006,ITEM0096,250.7,41,10278.84,2025-07-15,
PO000268,V019,ITEM0008,263.78,28,7385.72,2025-06-20,
PO000269,V002,ITEM0167,275.78,43,11858.59,2025-11-14,
PO000270,V016,ITEM0045,500.33,42,21013.78,2025-09-30,
PO000271,V004,ITEM0175,299.88,28,8396.62,2025-06-10,C0008
PO000272,V004,ITEM0114,133.72,44,5883.69,2025-07-30,
PO000273,V015,ITEM0035,270.26,4,1081.04,2025-10-03,
PO000274,V015,ITEM0114,136.49,32,4367.61,2025-09-29,
PO000275,V019,ITEM0010,228.88,10,2288.84,2025-09-02,
PO000276,V015,ITEM0129,226.22,8,1809.73,2025-07-25,
PO000277,V010,ITEM0053,164.82,41,6757.66,2025-09-09,
PO000278,V017,ITEM0168,275.87,12,3310.41,2025-10-16,
PO000279,V009,ITEM0005,381.79,19,7253.99,2025-10-15,
PO000280,V002,ITEM0165,187.9,35,6576.66,2025-09-04,
PO000281,V000,ITEM0032,517.16,48,24823.92,2025-08-30,
PO000282,V015,ITEM0158,382.19,8,3057.54,2025-07-16,
PO000283,V015,ITEM0073,267.59,4,1070.34,2025-10-08,C0038
PO000284,V013,ITEM0000,70.73,47,3324.34,2025-08-12,
PO000285,V012,ITEM0171,214.63,28,6009.73,2025-09-28,
PO000286,V002,ITEM0022,374.22,8,2993.77,2025-09-24,
PO000287,V016,ITEM0077,165.3,45,7438.43,2025-05-28,
PO000288,V012,ITEM0020,384.15,27,10372.1,2025-06-03,
PO000289,V009,ITEM0024,250.17,26,6504.36,2025-10-25,
PO000290,V014,ITEM0118,270.94,34,9211.92,2025-10-28,
PO000291,V003,ITEM0026,255.14,2,510.28,2025-08-17,
PO000292,V007,ITEM0073,260.39,6,1562.36,2025-10-28,
PO000293,V019,ITEM0060,259.74,9,2337.64,2025-07-10,
PO000294,V005,ITEM0164,207.26,2,414.52,2025-09-07,
PO000295,V010,ITEM0069,33.63,31,1042.59,2025-11-13,
PO000296,V010,ITEM0047,316.39,3,949.18,2025-06-28,
PO000297,V000,ITEM0082,161.44,10,1614.38,2025-06-13,
PO000298,V009,ITEM0120,78.46,30,2353.89,2025-09-23,
PO000299,V015,ITEM0066,106.05,50,5302.7,2025-07-12,
PO000300,V014,ITEM0176,284.16,14,3978.31,2025-10-19,
PO000301,V011,ITEM0000,72.27,5,361.37,2025-06-04,
PO000302,V006,ITEM0030,94.18,38,3578.66,2025-07-23,
PO000303,V015,ITEM0106,165.07,15,2476.01,2025-09-17,C0005
PO000304,V013,ITEM0129,228.1,36,8211.75,2025-10-21,
PO000305,V003,ITEM0089,260.4,26,6770.47,2025-06-20,
PO000306,V015,ITEM0199,54.78,19,1040.84,2025-11-05,
PO000307,V004,ITEM0124,428.55,27,11570.77,2025-08-17,
PO000308,V010,ITEM0089,249.09,50,12454.25,2025-07-08,
PO000309,V017,ITEM0118,276.57,34,9403.48,2025-11-14,
PO000310,V006,ITEM0191,160.23,50,8011.44,2025-08-14,
PO000311,V013,ITEM0118,287.7,12,3452.36,2025-07-19,
PO000312,V007,ITEM0123,336.04,38,12769.58,2025-08-29,
PO000313,V003,ITEM0080,472.01,32,15104.47,2025-09-06,
PO000314,V002,ITEM0115,466.46,8,3731.65,2025-11-22,
PO000315,V001,ITEM0170,465.49,40,18619.71,2025-08-26,
PO000316,V015,ITEM0027,427.13,41,17512.16,2025-06-20,
PO000317,V010,ITEM0081,489.76,49,23998.08,2025-08-20,
PO000318,V005,ITEM0128,103.61,42,4351.66,2025-11-04,
PO000319,V000,ITEM0014,296.72,42,12462.17,2025-08-20,
PO000320,V008,ITEM0141,363.26,17,6175.43,2025-09-18,
PO000321,V019,ITEM0105,232.43,2,464.86,2025-10-17,
PO000322,V005,ITEM0159,117.94,37,4363.72,2025-10-28,
PO000323,V007,ITEM0168,275.7,17,4686.85,2025-08-03,
PO000324,V016,ITEM0139,390.76,20,7815.28,2025-07-12,
PO000325,V004,ITEM0194,318.14,41,13043.71,2025-06-29,
PO000326,V005,ITEM0181,83.22,23,1914.07,2025-08-08,
PO000327,V016,ITEM0083,234.3,12,2811.59,2025-06-15,
PO000328,V017,ITEM0176,277.63,35,9716.91,2025-09-20,
PO000329,V010,ITEM0155,73.65,23,1693.9,2025-10-13,
PO000330,V006,ITEM0070,389.34,22,8565.52,2025-06-27,
PO000331,V004,ITEM0032,492.69,19,9361.02,2025-09-22,
PO000332,V008,ITEM0064,256.4,25,6409.93,2025-07-02,
PO000333,V002,ITEM0063,156.55,34,5322.56,2025-09-21,
PO000334,V011,ITEM0124,405.65,46,18659.83,2025-09-25,
PO000335,V011,ITEM0074,435.43,45,19594.16,2025-06-06,
PO000336,V001,ITEM0197,321.47,23,7393.78,2025-10-10,
PO000337,V010,ITEM0082,159.3,5,796.51,2025-06-28,
PO000338,V014,ITEM0160,439.45,38,16699.01,2025-10-26,
PO000339,V019,ITEM0168,287.68,24,6904.4,2025-06-15,
PO000340,V014,ITEM0020,391.98,29,11367.51,2025-09-09,
PO000341,V004,ITEM0112,254.05,40,10161.87,2025-10-20,
PO000342,V009,ITEM0148,449.68,49,22034.25,2025-10-04,
PO000343,V001,ITEM0087,354.28,35,12399.94,2025-11-09,
PO000344,V014,ITEM0136,90.46,25,2261.39,2025-10-31,
PO000345,V015,ITEM0163,370.24,11,4072.67,2025-07-08,
PO000346,V011,ITEM0016,386.87,1,386.87,2025-07-13,
PO000347,V004,ITEM0032,506.84,36,18246.37,2025-11-21,
PO000348,V011,ITEM0189,395.27,29,11462.69,2025-07-07,
PO000349,V016,ITEM0116,157.91,18,2842.43,2025-06-03,
PO000350,V002,ITEM0060,260.21,18,4683.81,2025-11-19,
PO000351,V002,ITEM0021,449.63,37,16636.46,2025-11-14,
PO000352,V001,ITEM0196,42.3,10,422.95,2025-06-07,
PO000353,V017,ITEM0056,321.99,47,15133.57,2025-08-13,
PO000354,V010,ITEM0022,492.81,16,7884.89,2025-08-20,
PO000355,V003,ITEM0114,132.51,45,5963.07,2025-11-19,
PO000356,V007,ITEM0198,18.96,24,454.92,2025-09-26,C0004
PO000357,V007,ITEM0187,28.51,8,228.05,2025-08-06,
PO000358,V011,ITEM0154,313.06,12,3756.75,2025-10-31,
PO000359,V016,ITEM0017,497.82,20,9956.36,2025-07-21,
PO000360,V014,ITEM0031,412.08,22,9065.87,2025-09-12,
PO000361,V012,ITEM0076,35.19,2,70.38,2025-08-13,
PO000362,V003,ITEM0046,308.48,7,2159.37,2025-11-19,
PO000363,V019,ITEM0175,293.29,13,3812.78,2025-07-14,
PO000364,V004,ITEM0095,45.94,36,1653.91,2025-07-21,
PO000365,V013,ITEM0059,404.7,43,17402.18,2025-08-01,
PO000366,V007,ITEM0186,363.53,19,6907.1,2025-11-10,
PO000367,V009,ITEM0113,24.93,4,99.7,2025-06-28,
PO000368,V009,ITEM0140,185.07,7,1295.46,2025-11-04,
PO000369,V012,ITEM0137,383.72,30,11511.48,2025-10-14,
PO000370,V004,ITEM0005,400.69,19,7613.15,2025-08-12,
PO000371,V019,ITEM0173,82.9,34,2818.74,2025-08-20,
PO000372,V005,ITEM0043,576.37,20,11527.32,2025-08-27,
PO000373,V001,ITEM0121,334.24,32,10695.62,2025-08-07,
PO000374,V006,ITEM0079,192.99,9,1736.95,2025-10-22,
PO000375,V001,ITEM0189,382.07,43,16428.85,2025-11-13,
PO000376,V003,ITEM0029,29.73,39,1159.51,2025-06-28,
PO000377,V009,ITEM0114,130.9,50,6545.0,2025-06-28,
PO000378,V005,ITEM0100,88.95,4,355.79,2025-08-08,
PO000379,V002,ITEM0121,340.36,5,1701.82,2025-07-06,
PO000380,V013,ITEM0151,161.56,6,969.36,2025-09-29,
PO000381,V007,ITEM0186,393.88,30,11816.42,2025-08-21,
PO000382,V007,ITEM0144,509.77,50,25488.46,2025-10-14,
PO000383,V011,ITEM0084,269.38,24,6465.01,2025-10-10,
PO000384,V000,ITEM0183,20.96,15,314.38,2025-07-05,
PO000385,V016,ITEM0174,153.19,21,3216.91,2025-09-04,
PO000386,V011,ITEM0154,324.65,26,8440.92,2025-06-07,
PO000387,V010,ITEM0029,31.22,7,218.53,2025-06-10,
PO000388,V010,ITEM0031,438.5,33,14470.49,2025-09-02,
PO000389,V015,ITEM0109,197.28,40,7891.01,2025-10-21,
PO000390,V017,ITEM0181,81.58,19,1549.98,2025-06-11,
PO000391,V001,ITEM0156,83.57,44,3677.0,2025-08-01,
PO000392,V017,ITEM0077,168.86,46,7767.52,2025-10-29,
PO000393,V004,ITEM0134,117.26,25,2931.58,2025-09-29,
PO000394,V015,ITEM0028,292.54,47,13749.52,2025-11-15,
PO000395,V011,ITEM0164,184.59,14,2584.28,2025-08-27,
PO000396,V019,ITEM0131,224.83,30,6744.77,2025-06-12,
PO000397,V005,ITEM0065,226.46,18,4076.24,2025-11-24,
PO000398,V010,ITEM0078,112.74,36,4058.81,2025-10-25,
PO000399,V016,ITEM0021,445.87,4,1783.49,2025-10-15,
PO000400,V002,ITEM0007,54.56,48,2619.0,2025-09-14,
PO000401,V008,ITEM0187,26.58,44,1169.54,2025-06-05,
PO000402,V009,ITEM0090,348.16,31,10793.05,2025-08-19,
PO000403,V004,ITEM0004,397.32,30,11919.71,2025-11-23,
PO000404,V001,ITEM0122,356.46,17,6059.82,2025-09-14,
PO000405,V000,ITEM0066,101.71,33,3356.44,2025-08-07,
PO000406,V014,ITEM0103,303.15,28,8488.23,2025-08-06,
PO000407,V003,ITEM0127,361.14,38,13723.22,2025-10-10,
PO000408,V018,ITEM0174,147.06,2,294.12,2025-11-06,
PO000409,V000,ITEM0062,453.87,11,4992.62,2025-07-16,
